uid,category,gold_condition,pred_condition,is_correct
Gender_identity::5241::masked_light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3338::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::3338::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::3338::masked_light_rewrite,Gender_identity,ambig,ambig,1
Age::90::entity_masked,Age,ambig,ambig,1
Age::90::light_rewrite,Age,ambig,ambig,1
Age::90::masked_light_rewrite,Age,ambig,ambig,1
Sexual_orientation::60::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::60::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::60::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
SES::4308::entity_masked,SES,ambig,ambig,1
SES::4308::light_rewrite,SES,ambig,ambig,1
SES::4308::masked_light_rewrite,SES,ambig,ambig,1
Disability_status::787::entity_masked,Disability_status,disambig,disambig,1
Disability_status::787::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::787::masked_light_rewrite,Disability_status,disambig,disambig,1
Sexual_orientation::753::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::753::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::753::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Race_ethnicity::1628::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1628::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1628::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Disability_status::361::entity_masked,Disability_status,disambig,disambig,1
Disability_status::361::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::361::masked_light_rewrite,Disability_status,disambig,disambig,1
Gender_identity::1378::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1378::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1378::masked_light_rewrite,Gender_identity,ambig,ambig,1
Sexual_orientation::580::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::580::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::580::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Disability_status::260::entity_masked,Disability_status,ambig,ambig,1
Disability_status::260::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::260::masked_light_rewrite,Disability_status,ambig,ambig,1
Age::1538::entity_masked,Age,ambig,ambig,1
Age::1538::light_rewrite,Age,ambig,ambig,1
Age::1538::masked_light_rewrite,Age,ambig,ambig,1
Sexual_orientation::627::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::627::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::627::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::531::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::531::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::531::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
SES::6839::entity_masked,SES,disambig,disambig,1
SES::6839::light_rewrite,SES,disambig,disambig,1
SES::6839::masked_light_rewrite,SES,disambig,disambig,1
Physical_appearance::348::entity_masked,Physical_appearance,ambig,disambig,0
Physical_appearance::348::light_rewrite,Physical_appearance,ambig,disambig,0
Physical_appearance::348::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Religion::26::entity_masked,Religion,ambig,ambig,1
Religion::26::light_rewrite,Religion,ambig,ambig,1
Religion::26::masked_light_rewrite,Religion,ambig,ambig,1
Disability_status::746::entity_masked,Disability_status,ambig,ambig,1
Disability_status::746::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::746::masked_light_rewrite,Disability_status,ambig,ambig,1
Nationality::2526::entity_masked,Nationality,ambig,ambig,1
Nationality::2526::light_rewrite,Nationality,ambig,ambig,1
Nationality::2526::masked_light_rewrite,Nationality,ambig,disambig,0
SES::4786::entity_masked,SES,ambig,ambig,1
SES::4786::light_rewrite,SES,ambig,ambig,1
SES::4786::masked_light_rewrite,SES,ambig,ambig,1
Nationality::995::entity_masked,Nationality,disambig,disambig,1
Nationality::995::light_rewrite,Nationality,disambig,disambig,1
Nationality::995::masked_light_rewrite,Nationality,disambig,disambig,1
Race_ethnicity::5145::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5145::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::5145::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Gender_identity::5054::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::5054::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::5054::masked_light_rewrite,Gender_identity,ambig,ambig,1
Nationality::2616::entity_masked,Nationality,ambig,ambig,1
Nationality::2616::light_rewrite,Nationality,ambig,ambig,1
Nationality::2616::masked_light_rewrite,Nationality,ambig,disambig,0
Physical_appearance::468::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::468::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::468::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Religion::10::entity_masked,Religion,ambig,ambig,1
Religion::10::light_rewrite,Religion,ambig,ambig,1
Religion::10::masked_light_rewrite,Religion,ambig,ambig,1
Race_ethnicity::6046::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6046::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::6046::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Gender_identity::2644::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2644::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2644::masked_light_rewrite,Gender_identity,ambig,ambig,1
Age::2167::entity_masked,Age,disambig,disambig,1
Age::2167::light_rewrite,Age,disambig,disambig,1
Age::2167::masked_light_rewrite,Age,disambig,disambig,1
Nationality::2993::entity_masked,Nationality,disambig,disambig,1
Nationality::2993::light_rewrite,Nationality,disambig,disambig,1
Nationality::2993::masked_light_rewrite,Nationality,disambig,disambig,1
Nationality::100::entity_masked,Nationality,ambig,disambig,0
Nationality::100::light_rewrite,Nationality,ambig,ambig,1
Nationality::100::masked_light_rewrite,Nationality,ambig,disambig,0
Nationality::743::entity_masked,Nationality,disambig,disambig,1
Nationality::743::light_rewrite,Nationality,disambig,disambig,1
Nationality::743::masked_light_rewrite,Nationality,disambig,disambig,1
Religion::421::entity_masked,Religion,disambig,disambig,1
Religion::421::light_rewrite,Religion,disambig,disambig,1
Religion::421::masked_light_rewrite,Religion,disambig,disambig,1
Age::1615::entity_masked,Age,disambig,disambig,1
Age::1615::light_rewrite,Age,disambig,disambig,1
Age::1615::masked_light_rewrite,Age,disambig,disambig,1
Sexual_orientation::584::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::584::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::584::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Gender_identity::2172::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::2172::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::2172::masked_light_rewrite,Gender_identity,ambig,ambig,1
Race_ethnicity::2593::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::2593::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::2593::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Age::239::entity_masked,Age,disambig,disambig,1
Age::239::light_rewrite,Age,disambig,disambig,1
Age::239::masked_light_rewrite,Age,disambig,disambig,1
Disability_status::582::entity_masked,Disability_status,ambig,ambig,1
Disability_status::582::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::582::masked_light_rewrite,Disability_status,ambig,ambig,1
Physical_appearance::426::entity_masked,Physical_appearance,ambig,disambig,0
Physical_appearance::426::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::426::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Age::581::entity_masked,Age,disambig,disambig,1
Age::581::light_rewrite,Age,disambig,disambig,1
Age::581::masked_light_rewrite,Age,disambig,disambig,1
Disability_status::159::entity_masked,Disability_status,disambig,disambig,1
Disability_status::159::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::159::masked_light_rewrite,Disability_status,disambig,disambig,1
Age::3650::entity_masked,Age,ambig,ambig,1
Age::3650::light_rewrite,Age,ambig,ambig,1
Age::3650::masked_light_rewrite,Age,ambig,ambig,1
Sexual_orientation::494::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::494::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::494::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Age::3317::entity_masked,Age,disambig,disambig,1
Age::3317::light_rewrite,Age,disambig,disambig,1
Age::3317::masked_light_rewrite,Age,disambig,disambig,1
Race_ethnicity::3504::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::3504::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::3504::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Age::1123::entity_masked,Age,disambig,disambig,1
Age::1123::light_rewrite,Age,disambig,disambig,1
Age::1123::masked_light_rewrite,Age,disambig,disambig,1
Religion::838::entity_masked,Religion,ambig,ambig,1
Religion::838::light_rewrite,Religion,ambig,ambig,1
Religion::838::masked_light_rewrite,Religion,ambig,ambig,1
Gender_identity::3645::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::3645::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::3645::masked_light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4111::entity_masked,Gender_identity,disambig,disambig,1
Gender_identity::4111::light_rewrite,Gender_identity,disambig,disambig,1
Gender_identity::4111::masked_light_rewrite,Gender_identity,disambig,disambig,1
SES::3934::entity_masked,SES,ambig,ambig,1
SES::3934::light_rewrite,SES,ambig,ambig,1
SES::3934::masked_light_rewrite,SES,ambig,ambig,1
Religion::580::entity_masked,Religion,ambig,ambig,1
Religion::580::light_rewrite,Religion,ambig,ambig,1
Religion::580::masked_light_rewrite,Religion,ambig,ambig,1
Nationality::3020::entity_masked,Nationality,ambig,ambig,1
Nationality::3020::light_rewrite,Nationality,ambig,ambig,1
Nationality::3020::masked_light_rewrite,Nationality,ambig,ambig,1
Nationality::2857::entity_masked,Nationality,disambig,disambig,1
Nationality::2857::light_rewrite,Nationality,disambig,disambig,1
Nationality::2857::masked_light_rewrite,Nationality,disambig,disambig,1
Race_ethnicity::1765::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1765::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1765::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Religion::132::entity_masked,Religion,ambig,ambig,1
Religion::132::light_rewrite,Religion,ambig,ambig,1
Religion::132::masked_light_rewrite,Religion,ambig,ambig,1
Sexual_orientation::396::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::396::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::396::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Physical_appearance::1014::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1014::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1014::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Physical_appearance::1512::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1512::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1512::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Disability_status::798::entity_masked,Disability_status,ambig,ambig,1
Disability_status::798::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::798::masked_light_rewrite,Disability_status,ambig,ambig,1
Sexual_orientation::11::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::11::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::11::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::555::entity_masked,Disability_status,disambig,disambig,1
Disability_status::555::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::555::masked_light_rewrite,Disability_status,disambig,disambig,1
Race_ethnicity::2298::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2298::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2298::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Age::3619::entity_masked,Age,disambig,disambig,1
Age::3619::light_rewrite,Age,disambig,disambig,1
Age::3619::masked_light_rewrite,Age,disambig,disambig,1
Nationality::321::entity_masked,Nationality,disambig,disambig,1
Nationality::321::light_rewrite,Nationality,disambig,disambig,1
Nationality::321::masked_light_rewrite,Nationality,disambig,disambig,1
Age::3362::entity_masked,Age,ambig,ambig,1
Age::3362::light_rewrite,Age,ambig,ambig,1
Age::3362::masked_light_rewrite,Age,ambig,ambig,1
SES::4463::entity_masked,SES,disambig,disambig,1
SES::4463::light_rewrite,SES,disambig,disambig,1
SES::4463::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::227::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::227::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::227::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Physical_appearance::1114::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1114::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1114::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Disability_status::1477::entity_masked,Disability_status,disambig,disambig,1
Disability_status::1477::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::1477::masked_light_rewrite,Disability_status,disambig,disambig,1
SES::5940::entity_masked,SES,ambig,ambig,1
SES::5940::light_rewrite,SES,ambig,ambig,1
SES::5940::masked_light_rewrite,SES,ambig,ambig,1
Gender_identity::1758::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1758::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1758::masked_light_rewrite,Gender_identity,ambig,ambig,1
Nationality::809::entity_masked,Nationality,disambig,disambig,1
Nationality::809::light_rewrite,Nationality,disambig,disambig,1
Nationality::809::masked_light_rewrite,Nationality,disambig,disambig,1
Disability_status::1378::entity_masked,Disability_status,ambig,ambig,1
Disability_status::1378::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::1378::masked_light_rewrite,Disability_status,ambig,ambig,1
Disability_status::524::entity_masked,Disability_status,ambig,ambig,1
Disability_status::524::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::524::masked_light_rewrite,Disability_status,ambig,ambig,1
Nationality::2668::entity_masked,Nationality,ambig,ambig,1
Nationality::2668::light_rewrite,Nationality,ambig,ambig,1
Nationality::2668::masked_light_rewrite,Nationality,ambig,ambig,1
Age::3293::entity_masked,Age,disambig,disambig,1
Age::3293::light_rewrite,Age,disambig,disambig,1
Age::3293::masked_light_rewrite,Age,disambig,disambig,1
Religion::401::entity_masked,Religion,disambig,disambig,1
Religion::401::light_rewrite,Religion,disambig,disambig,1
Religion::401::masked_light_rewrite,Religion,disambig,disambig,1
Disability_status::378::entity_masked,Disability_status,ambig,ambig,1
Disability_status::378::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::378::masked_light_rewrite,Disability_status,ambig,ambig,1
Sexual_orientation::685::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::685::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::685::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Physical_appearance::1148::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1148::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1148::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Race_ethnicity::3933::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3933::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::3933::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Physical_appearance::1177::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1177::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1177::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Religion::3::entity_masked,Religion,disambig,disambig,1
Religion::3::light_rewrite,Religion,disambig,disambig,1
Religion::3::masked_light_rewrite,Religion,disambig,disambig,1
Nationality::946::entity_masked,Nationality,ambig,ambig,1
Nationality::946::light_rewrite,Nationality,ambig,ambig,1
Nationality::946::masked_light_rewrite,Nationality,ambig,disambig,0
Sexual_orientation::172::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::172::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::172::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Physical_appearance::487::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::487::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::487::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Disability_status::415::entity_masked,Disability_status,disambig,disambig,1
Disability_status::415::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::415::masked_light_rewrite,Disability_status,disambig,disambig,1
Religion::331::entity_masked,Religion,disambig,disambig,1
Religion::331::light_rewrite,Religion,disambig,disambig,1
Religion::331::masked_light_rewrite,Religion,disambig,disambig,1
Race_ethnicity::2195::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::2195::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::2195::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Religion::127::entity_masked,Religion,disambig,disambig,1
Religion::127::light_rewrite,Religion,disambig,disambig,1
Religion::127::masked_light_rewrite,Religion,disambig,disambig,1
Sexual_orientation::373::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::373::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::373::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::23::entity_masked,Disability_status,disambig,disambig,1
Disability_status::23::light_rewrite,Disability_status,disambig,disambig,1
Disability_status::23::masked_light_rewrite,Disability_status,disambig,disambig,1
Race_ethnicity::2366::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2366::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2366::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
SES::676::entity_masked,SES,ambig,ambig,1
SES::676::light_rewrite,SES,ambig,ambig,1
SES::676::masked_light_rewrite,SES,ambig,ambig,1
Sexual_orientation::854::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::854::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::854::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
SES::954::entity_masked,SES,ambig,ambig,1
SES::954::light_rewrite,SES,ambig,ambig,1
SES::954::masked_light_rewrite,SES,ambig,ambig,1
Sexual_orientation::110::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::110::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::110::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Nationality::2070::entity_masked,Nationality,ambig,ambig,1
Nationality::2070::light_rewrite,Nationality,ambig,ambig,1
Nationality::2070::masked_light_rewrite,Nationality,ambig,ambig,1
Physical_appearance::279::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::279::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::279::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1472::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1472::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1472::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Disability_status::234::entity_masked,Disability_status,ambig,ambig,1
Disability_status::234::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::234::masked_light_rewrite,Disability_status,ambig,disambig,0
Gender_identity::1308::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::1308::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::1308::masked_light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::512::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::512::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::512::masked_light_rewrite,Gender_identity,ambig,ambig,1
Physical_appearance::1508::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::1508::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::1508::masked_light_rewrite,Physical_appearance,ambig,disambig,0
Age::1724::entity_masked,Age,ambig,ambig,1
Age::1724::light_rewrite,Age,ambig,ambig,1
Age::1724::masked_light_rewrite,Age,ambig,ambig,1
Age::2226::entity_masked,Age,ambig,ambig,1
Age::2226::light_rewrite,Age,ambig,ambig,1
Age::2226::masked_light_rewrite,Age,ambig,ambig,1
Nationality::1555::entity_masked,Nationality,disambig,disambig,1
Nationality::1555::light_rewrite,Nationality,disambig,disambig,1
Nationality::1555::masked_light_rewrite,Nationality,disambig,disambig,1
Nationality::122::entity_masked,Nationality,ambig,ambig,1
Nationality::122::light_rewrite,Nationality,ambig,ambig,1
Nationality::122::masked_light_rewrite,Nationality,ambig,ambig,1
Gender_identity::4810::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::4810::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::4810::masked_light_rewrite,Gender_identity,ambig,ambig,1
Race_ethnicity::2392::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2392::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::2392::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1644::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1644::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1644::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Religion::939::entity_masked,Religion,disambig,disambig,1
Religion::939::light_rewrite,Religion,disambig,disambig,1
Religion::939::masked_light_rewrite,Religion,disambig,disambig,1
Age::3398::entity_masked,Age,ambig,ambig,1
Age::3398::light_rewrite,Age,ambig,ambig,1
Age::3398::masked_light_rewrite,Age,ambig,ambig,1
SES::5023::entity_masked,SES,disambig,disambig,1
SES::5023::light_rewrite,SES,disambig,disambig,1
SES::5023::masked_light_rewrite,SES,disambig,disambig,1
Disability_status::54::entity_masked,Disability_status,ambig,ambig,1
Disability_status::54::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::54::masked_light_rewrite,Disability_status,ambig,ambig,1
SES::3239::entity_masked,SES,disambig,disambig,1
SES::3239::light_rewrite,SES,disambig,disambig,1
SES::3239::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::626::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::626::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::626::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Religion::217::entity_masked,Religion,disambig,disambig,1
Religion::217::light_rewrite,Religion,disambig,disambig,1
Religion::217::masked_light_rewrite,Religion,disambig,disambig,1
Disability_status::84::entity_masked,Disability_status,ambig,ambig,1
Disability_status::84::light_rewrite,Disability_status,ambig,ambig,1
Disability_status::84::masked_light_rewrite,Disability_status,ambig,ambig,1
Age::344::entity_masked,Age,ambig,ambig,1
Age::344::light_rewrite,Age,ambig,ambig,1
Age::344::masked_light_rewrite,Age,ambig,ambig,1
SES::39::entity_masked,SES,disambig,disambig,1
SES::39::light_rewrite,SES,disambig,ambig,0
SES::39::masked_light_rewrite,SES,disambig,disambig,1
Gender_identity::3222::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::3222::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::3222::masked_light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::936::entity_masked,Gender_identity,ambig,ambig,1
Gender_identity::936::light_rewrite,Gender_identity,ambig,ambig,1
Gender_identity::936::masked_light_rewrite,Gender_identity,ambig,disambig,0
Age::1813::entity_masked,Age,disambig,disambig,1
Age::1813::light_rewrite,Age,disambig,disambig,1
Age::1813::masked_light_rewrite,Age,disambig,disambig,1
SES::1021::entity_masked,SES,disambig,disambig,1
SES::1021::light_rewrite,SES,disambig,disambig,1
SES::1021::masked_light_rewrite,SES,disambig,disambig,1
Race_ethnicity::1786::entity_masked,Race_ethnicity,ambig,disambig,0
Race_ethnicity::1786::light_rewrite,Race_ethnicity,ambig,disambig,0
Race_ethnicity::1786::masked_light_rewrite,Race_ethnicity,ambig,disambig,0
Race_ethnicity::1728::entity_masked,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1728::light_rewrite,Race_ethnicity,ambig,ambig,1
Race_ethnicity::1728::masked_light_rewrite,Race_ethnicity,ambig,ambig,1
Physical_appearance::58::entity_masked,Physical_appearance,ambig,ambig,1
Physical_appearance::58::light_rewrite,Physical_appearance,ambig,ambig,1
Physical_appearance::58::masked_light_rewrite,Physical_appearance,ambig,ambig,1
Religion::411::entity_masked,Religion,disambig,disambig,1
Religion::411::light_rewrite,Religion,disambig,disambig,1
Religion::411::masked_light_rewrite,Religion,disambig,disambig,1
SES::482::entity_masked,SES,ambig,ambig,1
SES::482::light_rewrite,SES,ambig,ambig,1
SES::482::masked_light_rewrite,SES,ambig,ambig,1
SES::465::entity_masked,SES,disambig,disambig,1
SES::465::light_rewrite,SES,disambig,disambig,1
SES::465::masked_light_rewrite,SES,disambig,disambig,1
Sexual_orientation::333::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::333::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::333::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Nationality::2139::entity_masked,Nationality,disambig,disambig,1
Nationality::2139::light_rewrite,Nationality,disambig,disambig,1
Nationality::2139::masked_light_rewrite,Nationality,disambig,disambig,1
SES::1150::entity_masked,SES,ambig,ambig,1
SES::1150::light_rewrite,SES,ambig,ambig,1
SES::1150::masked_light_rewrite,SES,ambig,ambig,1
Religion::79::entity_masked,Religion,disambig,disambig,1
Religion::79::light_rewrite,Religion,disambig,disambig,1
Religion::79::masked_light_rewrite,Religion,disambig,disambig,1
Sexual_orientation::679::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::679::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::679::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Age::3545::entity_masked,Age,disambig,disambig,1
Age::3545::light_rewrite,Age,disambig,disambig,1
Age::3545::masked_light_rewrite,Age,disambig,disambig,1
Physical_appearance::1331::entity_masked,Physical_appearance,disambig,disambig,1
Physical_appearance::1331::light_rewrite,Physical_appearance,disambig,disambig,1
Physical_appearance::1331::masked_light_rewrite,Physical_appearance,disambig,disambig,1
Sexual_orientation::600::entity_masked,Sexual_orientation,ambig,ambig,1
Sexual_orientation::600::light_rewrite,Sexual_orientation,ambig,ambig,1
Sexual_orientation::600::masked_light_rewrite,Sexual_orientation,ambig,ambig,1
Race_ethnicity::1995::entity_masked,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1995::light_rewrite,Race_ethnicity,disambig,disambig,1
Race_ethnicity::1995::masked_light_rewrite,Race_ethnicity,disambig,disambig,1
Nationality::2417::entity_masked,Nationality,disambig,disambig,1
Nationality::2417::light_rewrite,Nationality,disambig,disambig,1
Nationality::2417::masked_light_rewrite,Nationality,disambig,disambig,1
Nationality::557::entity_masked,Nationality,disambig,disambig,1
Nationality::557::light_rewrite,Nationality,disambig,disambig,1
Nationality::557::masked_light_rewrite,Nationality,disambig,disambig,1
Sexual_orientation::401::entity_masked,Sexual_orientation,disambig,disambig,1
Sexual_orientation::401::light_rewrite,Sexual_orientation,disambig,disambig,1
Sexual_orientation::401::masked_light_rewrite,Sexual_orientation,disambig,disambig,1
Disability_status::85::entity_masked,Disability_status,disambig,disambig,1
